,Unnamed: 0,ISBN,Image,Link,Name,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
913,913,671793349,0671793349.jpg,http://ecx.images-amazon.com/images/I/51qFRilRI6L.jpg,The Dogs of Winter,Romance,The Dogs of Winter,Kem Nunn,1998,Scribner,http://images.amazon.com/images/P/0671793349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793349.01.LZZZZZZZ.jpg
914,914,449148386,0449148386.jpg,http://ecx.images-amazon.com/images/I/51potJP2fPL.jpg,Once in Every Life,Romance,Once in Every Life,Kristin Hannah,1993,Ballantine Books,http://images.amazon.com/images/P/0449148386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449148386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449148386.01.LZZZZZZZ.jpg
915,915,440234808,0440234808.jpg,http://ecx.images-amazon.com/images/I/51xOEBiNFFL.jpg,"Beyond the Highland Mist (Highlander, Book 1)",Romance,Beyond the Highland Mist,KAREN MARIE MONING,1999,Dell,http://images.amazon.com/images/P/0440234808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234808.01.LZZZZZZZ.jpg
916,916,440237556,0440237556.jpg,http://ecx.images-amazon.com/images/I/51O%2BlpcsDJL.jpg,"The Dark Highlander (The Highlander Series, Book 5)",Romance,The Dark Highlander,Karen Marie Moning,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440237556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237556.01.LZZZZZZZ.jpg
917,917,449149080,0449149080.jpg,http://ecx.images-amazon.com/images/I/51Z05AZ3B5L.jpg,When Lightning Strikes,Romance,When Lightning Strikes,Kristin Hannah,1994,Ballantine Books,http://images.amazon.com/images/P/0449149080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449149080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449149080.01.LZZZZZZZ.jpg
918,918,425182371,0425182371.jpg,http://ecx.images-amazon.com/images/I/51J4F1vLmWL.jpg,The Very Thought of You,Romance,The Very Thought of You,Lynn Kurland,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425182371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182371.01.LZZZZZZZ.jpg
919,919,067179938X,067179938X.jpg,http://ecx.images-amazon.com/images/I/51Cs7DstOkL.jpg,Son of the Morning (Pocket Books Romance),Romance,Son of the Morning,Linda Howard,1997,Pocket,http://images.amazon.com/images/P/067179938X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067179938X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067179938X.01.LZZZZZZZ.jpg
920,920,441009239,0441009239.jpg,http://ecx.images-amazon.com/images/I/41Tm%2BJQr1iL.jpg,"Living Dead in Dallas (Sookie Stackhouse/True Blood, Book 2)",Romance,Living Dead in Dallas (Southern Vampire Mysteries),Charlaine Harris,2002,Ace Books,http://images.amazon.com/images/P/0441009239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441009239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441009239.01.LZZZZZZZ.jpg
921,921,312984820,0312984820.jpg,http://ecx.images-amazon.com/images/I/41iZiaWHHrL.jpg,"Night Embrace (Dark-Hunter, Book 3)",Romance,Night Embrace (Dark-Hunter),Sherrilyn Kenyon,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312984820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312984820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312984820.01.LZZZZZZZ.jpg
922,922,312979983,0312979983.jpg,http://ecx.images-amazon.com/images/I/413U32gZ84L.jpg,"Night Pleasures (Dark-Hunter, Book 2)",Romance,Night Pleasures (Dark-Hunters),Sherrilyn Kenyon,2002,St. Martin's Press,http://images.amazon.com/images/P/0312979983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979983.01.LZZZZZZZ.jpg
923,923,515134449,0515134449.jpg,http://ecx.images-amazon.com/images/I/51m9T6cCWHL.jpg,"The Laughing Corpse (Anita Blake, Vampire Hunter, Book 2)",Romance,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Jove Books,http://images.amazon.com/images/P/0515134449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134449.01.LZZZZZZZ.jpg
924,924,515134503,0515134503.jpg,http://ecx.images-amazon.com/images/I/416xCfRrQXL.jpg,"Obsidian Butterfly (An Anita Blake, Vampire Hunter, Book 9)",Romance,Obsidian Butterfly (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2000,Jove Books,http://images.amazon.com/images/P/0515134503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134503.01.LZZZZZZZ.jpg
925,925,312992416,0312992416.jpg,http://ecx.images-amazon.com/images/I/51y89p0VxqL.jpg,"Kiss of the Night (Dark-Hunter, Book 5)",Romance,Kiss of the Night (A Dark-Hunter Novel),Sherrilyn Kenyon,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312992416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312992416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312992416.01.LZZZZZZZ.jpg
926,926,515134481,0515134481.jpg,http://ecx.images-amazon.com/images/I/51Dv6WHehTL.jpg,"Circus of the Damned (Anita Blake, Vampire Hunter, Book 3)",Romance,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books,http://images.amazon.com/images/P/0515134481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134481.01.LZZZZZZZ.jpg
927,927,312984839,0312984839.jpg,http://ecx.images-amazon.com/images/I/51Gs3Pyy-3L.jpg,"Dance with the Devil (Dark-Hunter, Book 4)",Romance,Dance With The Devil: A Dark-Hunter Novel,Sherrilyn Kenyon,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312984839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312984839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312984839.01.LZZZZZZZ.jpg
928,928,312992424,0312992424.jpg,http://ecx.images-amazon.com/images/I/51BThCKhXTL.jpg,"Night Play (Dark-Hunter, Book 6)",Romance,Night Play (A Dark-Hunter Novel),Sherrilyn Kenyon,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312992424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312992424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312992424.01.LZZZZZZZ.jpg
929,929,515134457,0515134457.jpg,http://ecx.images-amazon.com/images/I/51gYUxUF6IL.jpg,"Blue Moon (Anita Blake, Vampire Hunter, Book 8)",Romance,Blue Moon,Laurell K. Hamilton,1998,Jove Books,http://images.amazon.com/images/P/0515134457.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134457.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134457.01.LZZZZZZZ.jpg
930,930,446364150,0446364150.jpg,http://ecx.images-amazon.com/images/I/41xXogpjgDL.jpg,Hidden Fires,Romance,Hidden Fires,Sandra Brown,1994,Warner Books,http://images.amazon.com/images/P/0446364150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364150.01.LZZZZZZZ.jpg
931,931,380385880,0380385880.jpg,http://ecx.images-amazon.com/images/I/5175yQzg5fL.jpg,Shanna,Romance,Shanna,Kathleen E. Woodiwiss,1978,Avon,http://images.amazon.com/images/P/0380385880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380385880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380385880.01.LZZZZZZZ.jpg
932,932,671676385,0671676385.jpg,http://ecx.images-amazon.com/images/I/51e3JyHLTbL.jpg,Caroline and the Raider,Romance,Caroline And The Raider,Linda Lael Miller,1992,Pocket,http://images.amazon.com/images/P/0671676385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671676385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671676385.01.LZZZZZZZ.jpg
933,933,078686477X,078686477X.jpg,http://ecx.images-amazon.com/images/I/41zByG1r4iL.jpg,Book of Us: A Journal of Your Love Story in 150 Questions,Romance,Book of Us : The Journal of Your Love Story in 150 Questions,Kate Marshall,1999,Hyperion,http://images.amazon.com/images/P/078686477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078686477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078686477X.01.LZZZZZZZ.jpg
934,934,399510028,0399510028.jpg,http://ecx.images-amazon.com/images/I/51gCwb7KmCL.jpg,Romance Writer's Phrase Book (Perigee Book),Romance,The Romance Writers' Phrase Book,Jean Salter Kent,1984,Perigee Books,http://images.amazon.com/images/P/0399510028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399510028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399510028.01.LZZZZZZZ.jpg
935,935,553347500,0553347500.jpg,http://ecx.images-amazon.com/images/I/413hWkOm3EL.jpg,Emmanuel's Book II: The Choice for Love (New Age),Romance,Emmanuel's Book II: The Choice for Love (New Age),Pat Rodegast,1989,Bantam Books,http://images.amazon.com/images/P/0553347500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553347500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553347500.01.LZZZZZZZ.jpg
936,936,679729038,0679729038.jpg,http://ecx.images-amazon.com/images/I/51jgxmXoDTL.jpg,When Harry Met Sally. . .,Romance,When Harry Met Sally,Nora Ephron,1990,Alfred A. Knopf,http://images.amazon.com/images/P/0679729038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679729038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679729038.01.LZZZZZZZ.jpg
937,937,802136869,0802136869.jpg,http://ecx.images-amazon.com/images/I/41vhbOX1MKL.jpg,True Romance: The Screenplay,Romance,True Romance,Quentin Tarantino,2000,Grove Publishing,http://images.amazon.com/images/P/0802136869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802136869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802136869.01.LZZZZZZZ.jpg
938,938,898793246,0898793246.jpg,http://ecx.images-amazon.com/images/I/21JP64A8ZPL.jpg,How to Write Romances (Genre Writing Series),Romance,How to Write Romances (Genre Writing Series),Phyllis Taylor Pianka,1989,F &amp, W Pubns,http://images.amazon.com/images/P/0898793246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898793246.01.MZZZZZZZ.jpg
939,939,089879756X,089879756X.jpg,http://ecx.images-amazon.com/images/I/51NKZYP7FVL.jpg,Writing Romances: A Handbook by the Romance Writers of America,Romance,Writing Romances: A Handbook by the Romance Writers of America,Rita Gallagher,1997,Writer's Digest Books,http://images.amazon.com/images/P/089879756X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089879756X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089879756X.01.LZZZZZZZ.jpg
940,940,002863196X,002863196X.jpg,http://ecx.images-amazon.com/images/I/512jE9PuhbL.jpg,The Complete Idiot's Guide to Getting Your Romance Published,Romance,Complete Idiot's Guide to Getting Your Romance Published,Julie Beard,2000,Alpha Books,http://images.amazon.com/images/P/002863196X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002863196X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002863196X.01.LZZZZZZZ.jpg
941,941,609607278,0609607278.jpg,http://ecx.images-amazon.com/images/I/41DB9AFFJWL.jpg,How to Write a Love Letter: Putting What's in Your Heart on Paper,Romance,How to Write a Love Letter: Putting What's in Your Heart on Paper,Barrie Dolnick,2001,Harmony,http://images.amazon.com/images/P/0609607278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609607278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609607278.01.LZZZZZZZ.jpg
942,942,871272407,0871272407.jpg,http://ecx.images-amazon.com/images/I/51t2uBEMp3L.jpg,Love in Provence: Romantic Adventures in the South of France,Romance,Love in Provence: Romantic Adventures in the South of France,Yvone Lenard,2001,Independent Publishers Group,http://images.amazon.com/images/P/0871272407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871272407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871272407.01.LZZZZZZZ.jpg
943,943,188521118X,188521118X.jpg,http://ecx.images-amazon.com/images/I/41PCMPMJACL.jpg,Love and Romance: True Stories of Passion on the Road (Travelers' Tales Guides),Romance,Travelers' Tales Love &amp, Romance: True Stories of Passion on the Road (Travelers' Tales Guides),Judith Babcock Wylie,1998,Travelers' Tales Guides,http://images.amazon.com/images/P/188521118X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/188521118X.01.MZZZZZZZ.jpg
944,944,898791057,0898791057.jpg,http://ecx.images-amazon.com/images/I/51d8kg2%2BuhL.jpg,"Writing Romance Fiction, for Love and Money",Romance,"Writing Romance Fiction, for Love and Money",Helene Schellenberg Barnhart,1983,F &amp, W Pubns,http://images.amazon.com/images/P/0898791057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898791057.01.MZZZZZZZ.jpg
945,945,898798620,0898798620.jpg,http://ecx.images-amazon.com/images/I/51z1jKXt3bL.jpg,You Can Write a Romance (You Can Write It!),Romance,You Can Write a Romance (You Can Write It),Rita Clay Estrada,1999,Writer's Digest Books,http://images.amazon.com/images/P/0898798620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898798620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898798620.01.LZZZZZZZ.jpg
946,946,451526341,0451526341.jpg,http://ecx.images-amazon.com/images/I/314agQyvEQL.jpg,"Animal Farm, 50th  Anniversary Edition",Humor & Entertainment,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
947,947,394551907,0394551907.jpg,http://ecx.images-amazon.com/images/I/51mZBzQYoSL.jpg,You're Only Old Once!: A Book for Obsolete Children,Humor & Entertainment,You're Only Old Once! : A Book for Obsolete Children,DR SEUSS,1986,Random House,http://images.amazon.com/images/P/0394551907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394551907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394551907.01.LZZZZZZZ.jpg
948,948,394827198,0394827198.jpg,http://ecx.images-amazon.com/images/I/51eICxQIEzL.jpg,Did I Ever Tell You How Lucky You Are? (Classic Seuss),Humor & Entertainment,Did I Ever Tell You How Lucky You Are?,Seuss,1973,Random House Children's Books,http://images.amazon.com/images/P/0394827198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394827198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394827198.01.LZZZZZZZ.jpg
949,949,140067477,0140067477.jpg,http://ecx.images-amazon.com/images/I/51srkWDcZPL.jpg,The Tao of Pooh,Humor & Entertainment,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg
950,950,1400049628,1400049628.jpg,http://ecx.images-amazon.com/images/I/51kfZ29lrGL.jpg,The Zombie Survival Guide: Complete Protection from the Living Dead,Humor & Entertainment,The Zombie Survival Guide : Complete Protection from the Living Dead,MAX BROOKS,2003,Three Rivers Press,http://images.amazon.com/images/P/1400049628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400049628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400049628.01.LZZZZZZZ.jpg
951,951,743229967,0743229967.jpg,http://ecx.images-amazon.com/images/I/51REfbha91L.jpg,The Motley Fool Investment Guide for Teens: 8 Steps to Having More Money Than Your Parents Ever Dreamed Of,Humor & Entertainment,The Motley Fool Investment Guide for Teens : 8 Steps to Having More Money Than Your Parents Ever Dreamed Of (Motley Fool),David Gardner,2002,Fireside,http://images.amazon.com/images/P/0743229967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743229967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743229967.01.LZZZZZZZ.jpg
952,952,393319288,0393319288.jpg,http://ecx.images-amazon.com/images/I/517B71ZVERL.jpg,Disorder in the Court: Great Fractured Moments in Courtroom History,Humor & Entertainment,Disorder in the Court: Great Fractured Moments in Courtroom History,Charles M. Sevilla,1999,W.W. Norton &amp, Company,http://images.amazon.com/images/P/0393319288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393319288.01.MZZZZZZZ.jpg
953,953,887308589,0887308589.jpg,http://ecx.images-amazon.com/images/I/51sVbungHyL.jpg,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Humor & Entertainment,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams,1997,HarperBusiness,http://images.amazon.com/images/P/0887308589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887308589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887308589.01.LZZZZZZZ.jpg
954,954,142001341,0142001341.jpg,http://ecx.images-amazon.com/images/I/41XqZIJjfsL.jpg,"Brit-Think, Ameri-Think: A Transatlantic Survival Guide, Revised Edition",Humor & Entertainment,"Brit-Think, Ameri-Think: A Transatlantic Survival Guide",Jane Walmsley,2003,Penguin Books,http://images.amazon.com/images/P/0142001341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001341.01.LZZZZZZZ.jpg
955,955,937382000,0937382000.jpg,http://ecx.images-amazon.com/images/I/51EkDG7i1gL.jpg,Rhinoceros Success,Humor & Entertainment,Rhinoceros Success,Scott Alexander,1980,Rhinos Pr,http://images.amazon.com/images/P/0937382000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0937382000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0937382000.01.LZZZZZZZ.jpg
956,956,452267625,0452267625.jpg,http://ecx.images-amazon.com/images/I/51MgGs-yOOL.jpg,Verse by the Side of the Road: The Story of the Burma-Shave Signs and Jingles (Plume),Humor & Entertainment,The Verse by the Side of the Road : The Story of the Burma-Shave Signs and Jingles,Frank Rowsome Jr.,1990,Plume Books,http://images.amazon.com/images/P/0452267625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452267625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452267625.01.LZZZZZZZ.jpg
957,957,871137607,0871137607.jpg,http://ecx.images-amazon.com/images/I/51EdPM0rHkL.jpg,Eat the Rich: A Treatise on Economics,Humor & Entertainment,Eat the Rich,P. J. O'Rourke,1999,Grove/Atlantic,http://images.amazon.com/images/P/0871137607.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871137607.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871137607.01.LZZZZZZZ.jpg
958,958,743201736,0743201736.jpg,http://ecx.images-amazon.com/images/I/51tStj4ze8L.jpg,The Motley Fool Investment Guide: How The Fool Beats Wall Street's Wise Men And How You Can Too,Humor & Entertainment,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,David Gardner,2001,Fireside,http://images.amazon.com/images/P/0743201736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743201736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743201736.01.LZZZZZZZ.jpg
959,959,006052149X,006052149X.jpg,http://ecx.images-amazon.com/images/I/51yExBde0HL.jpg,"Dilbert and the Way of the Weasel: A Guide to Outwitting Your Boss, Your Coworkers, and the Other Pants-Wearing Ferrets in Your Life",Humor & Entertainment,"Dilbert and the Way of the Weasel : A Guide to Outwitting Your Boss, Your Coworkers, and the Other Pants-Wearing Ferrets in Your Life",Scott Adams,2003,HarperBusiness,http://images.amazon.com/images/P/006052149X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006052149X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006052149X.01.LZZZZZZZ.jpg
960,960,345442393,0345442393.jpg,http://ecx.images-amazon.com/images/I/61D13V5AD0L.jpg,Peanuts 2000: The 50th Year Of The World's Favorite Comic Strip,Humor & Entertainment,Peanuts 2000: The 50th Year Of The World's Favorite Comic Strip,Charles M. Schulz,2000,Ballantine Books,http://images.amazon.com/images/P/0345442393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345442393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345442393.01.LZZZZZZZ.jpg
961,961,743201256,0743201256.jpg,http://ecx.images-amazon.com/images/I/51CDYR3JY8L.jpg,"The Comedy Bible: From Stand-up to Sitcom--The Comedy Writer's Ultimate ""How To"" Guide",Humor & Entertainment,"The Comedy Bible : From Stand-up to Sitcom--The Comedy Writer's Ultimate \""How To\"" Guide",Judy Carter,2001,Fireside,http://images.amazon.com/images/P/0743201256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743201256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743201256.01.LZZZZZZZ.jpg
962,962,60507772,0060507772.jpg,http://ecx.images-amazon.com/images/I/61t8sN5MxOL.jpg,The Last Hero: A Discworld Fable,Humor & Entertainment,The Last Hero : A Discworld Fable,Terry Pratchett,2002,Eos,http://images.amazon.com/images/P/0060507772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060507772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060507772.01.LZZZZZZZ.jpg
963,963,822216310,0822216310.jpg,http://ecx.images-amazon.com/images/I/41M7SHBGMFL.jpg,The Santaland Diaries / Season's Greetings: 2 Plays,Humor & Entertainment,Santaland Diaries &amp, Seasons Greetings: 2 Plays,David Sedaris,1998,Dramatists Play Service Inc,http://images.amazon.com/images/P/0822216310.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822216310.01.MZZZZZZZ.jpg
964,964,786868716,0786868716.jpg,http://ecx.images-amazon.com/images/I/41gOte8nOLL.jpg,The Five People You Meet In Heaven,Humor & Entertainment,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg
965,965,609804138,0609804138.jpg,http://ecx.images-amazon.com/images/I/51GN0QG41ML.jpg,The Sweet Potato Queens' Book of Love,Humor & Entertainment,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg
966,966,201615630,0201615630.jpg,http://ecx.images-amazon.com/images/I/41qy%2BQCkOLL.jpg,Mr. Bunny's Big Cup o' Java,Humor & Entertainment,Mr. Bunny's Big Cup o' Java(TM),Carlton Egremont III,1999,Addison-Wesley Professional,http://images.amazon.com/images/P/0201615630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201615630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201615630.01.LZZZZZZZ.jpg
967,967,449912302,0449912302.jpg,http://ecx.images-amazon.com/images/I/518WC53ER8L.jpg,Dave Barry in Cyberspace,Humor & Entertainment,Dave Barry in Cyberspace,Dave Barry,1997,Ballantine Books,http://images.amazon.com/images/P/0449912302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg
968,968,425163636,0425163636.jpg,http://ecx.images-amazon.com/images/I/71R46ZM2J1L.gif,Tales from tech line,Humor & Entertainment,Tales from the Tech Line: Hilarious Strange-But-True Stories from the Computer Industry's Technical-Support Hotlines,David Pogue,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163636.01.LZZZZZZZ.jpg
969,969,055327726X,055327726X.jpg,http://ecx.images-amazon.com/images/I/41h08L4-RnL.jpg,The Official Computer Freaks Joke Book,Humor & Entertainment,The Official Computer Freaks Joke Book,Larry Wilde,1988,Bantam Books,http://images.amazon.com/images/P/055327726X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327726X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327726X.01.LZZZZZZZ.jpg
970,970,743225805,0743225805.jpg,http://ecx.images-amazon.com/images/I/412R0NCW37L.jpg,21 Dog Years: A Cube Dweller's Tale,Humor & Entertainment,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002,Free Press,http://images.amazon.com/images/P/0743225805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743225805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743225805.01.LZZZZZZZ.jpg
971,971,812991516,0812991516.jpg,http://ecx.images-amazon.com/images/I/51QB9K44F7L.jpg,Out There: One Man's Search for the Funniest Person on the Internet,Humor & Entertainment,Out There: One Man's Search for the Funniest Person on the Internet,Henry Alford,2001,Atrandom,http://images.amazon.com/images/P/0812991516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812991516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812991516.01.LZZZZZZZ.jpg
972,972,375702024,0375702024.jpg,http://ecx.images-amazon.com/images/I/41fhPr1wTVL.jpg,The Man Who Ate Everything,Humor & Entertainment,"The Man Who Ate Everything: And Other Gastronomic Feats, Disputes, and Pleasurable Pursuits",Jeffrey Steingarten,1998,Vintage Books USA,http://images.amazon.com/images/P/0375702024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702024.01.LZZZZZZZ.jpg
973,973,374524173,0374524173.jpg,http://ecx.images-amazon.com/images/I/51EV14Msx2L.jpg,The Tummy Trilogy,Humor & Entertainment,The Tummy Trilogy,Calvin Trillin,1994,Noonday Press,http://images.amazon.com/images/P/0374524173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374524173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374524173.01.LZZZZZZZ.jpg
974,974,060980877X,060980877X.jpg,http://ecx.images-amazon.com/images/I/517CSD4ZDWL.jpg,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Humor & Entertainment,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,2003,Three Rivers Press,http://images.amazon.com/images/P/060980877X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/060980877X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/060980877X.01.LZZZZZZZ.jpg
