,ISBN,Image,Link,Name,Publisher_x,Label,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
2487,312420277,0312420277.jpg,http://ecx.images-amazon.com/images/I/51jLbVPQW2L.jpg,The Feast of the Goat: A Novel,Mario Vargas Llosa,15,Literature & Fiction,The Feast of the Goat: A Novel,Mario Vargas Llosa,2002,Picador USA,http://images.amazon.com/images/P/0312420277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312420277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312420277.01.LZZZZZZZ.jpg,,,,
2488,142437883,0142437883.jpg,http://ecx.images-amazon.com/images/I/514T-AUn4BL.jpg,The Aleph and Other Stories (Penguin Classics),Jorge Luis Borges,15,Literature & Fiction,The Aleph and Other Stories,Jorge Luis Borges,2004,Penguin Books,http://images.amazon.com/images/P/0142437883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142437883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142437883.01.LZZZZZZZ.jpg,,,,
2489,394728815,0394728815.jpg,http://ecx.images-amazon.com/images/I/612R7sXddlL.jpg,Blow-Up: And Other Stories,Julio Cortazar,15,Literature & Fiction,Blow-Up: And Other Stories,Julio Cortazar,1985,Pantheon Books,http://images.amazon.com/images/P/0394728815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394728815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394728815.01.LZZZZZZZ.jpg,,,,
2490,067972205X,067972205X.jpg,http://ecx.images-amazon.com/images/I/51XydfeDT5L.jpg,The Story of a Shipwrecked Sailor,Gabriel Garcia Marquez,15,Literature & Fiction,The Story of a Shipwrecked Sailor,GABRIEL GARCIA MARQUEZ,1989,Vintage,http://images.amazon.com/images/P/067972205X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067972205X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067972205X.01.LZZZZZZZ.jpg,,,,
2491,395924995,0395924995.jpg,http://ecx.images-amazon.com/images/I/51eLDXiXmeL.jpg,The Buried Mirror: Reflections on Spain and the New World,Carlos Fuentes,15,Literature & Fiction,The Buried Mirror : Reflections on Spain and the New World,Carlos Fuentes,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/0395924995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395924995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395924995.01.LZZZZZZZ.jpg,,,,
2492,811211738,0811211738.jpg,http://ecx.images-amazon.com/images/I/41oc%2BaxeUdL.jpg,The Collected Poems of Octavio Paz: 1957-1987 (Bilingual Edition),Octavio Paz,15,Literature & Fiction,"The Collected Poems of Octavio Paz, 1957-1987: Bilingual Edition",Octavio Paz,1991,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811211738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811211738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811211738.01.LZZZZZZZ.jpg,,,,
2493,743217187,0743217187.jpg,http://ecx.images-amazon.com/images/I/51XTR4DTEVL.jpg,The Stories of Eva Luna,Isabel Allende,15,Literature & Fiction,The Stories of Eva Luna,Isabel Allende,2001,Scribner,http://images.amazon.com/images/P/0743217187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743217187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743217187.01.LZZZZZZZ.jpg,,,,
2494,816638071,0816638071.jpg,http://ecx.images-amazon.com/images/I/514R5CE7PAL.jpg,The Lost Steps,Alejo Carpentier,15,Literature & Fiction,The Lost Steps,Alejo Carpentier,2001,University of Minnesota Press,http://images.amazon.com/images/P/0816638071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816638071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816638071.01.LZZZZZZZ.jpg,,,,
2495,811211908,0811211908.jpg,http://ecx.images-amazon.com/images/I/41IPKP71iIL.jpg,The Hour of the Star (New Directions Paperbook),Clarice Lispector,15,Literature & Fiction,"The Hour of the Star (New Directions Paperbook, 733)",Clarice Lispector,1992,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811211908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811211908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811211908.01.LZZZZZZZ.jpg,,,,
2496,006093008X,006093008X.jpg,http://ecx.images-amazon.com/images/I/51Jj7r98seL.jpg,"Afrodita: Cuentos, Recetas y Otros Afrodisiacos",Isabel Allende,15,Literature & Fiction,"Afrodita: Cuentos, Recetas y Otros Afrodisiacos",Isabel Allende,1998,Perennial,http://images.amazon.com/images/P/006093008X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006093008X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006093008X.01.LZZZZZZZ.jpg,,,,
2497,60930179,0060930179.jpg,http://ecx.images-amazon.com/images/I/511JKmiJIcL.jpg,Aphrodite: A Memoir of the Senses,Isabel Allende,15,Literature & Fiction,Aphrodite: A Memoir of the Senses,Isabel Allende,1999,Perennial,http://images.amazon.com/images/P/0060930179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930179.01.LZZZZZZZ.jpg,,,,
2498,486266893,0486266893.jpg,http://ecx.images-amazon.com/images/I/51AXu0p5XQL.jpg,Candide (Dover Thrift Editions),Voltaire,15,Literature & Fiction,Candide (Dover Thrift Editions),Voltaire,1991,Dover Publications,http://images.amazon.com/images/P/0486266893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486266893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486266893.01.LZZZZZZZ.jpg,,,,
2499,679720227,0679720227.jpg,http://ecx.images-amazon.com/images/I/418M2LbKnyL.jpg,The Fall,Albert Camus,15,Literature & Fiction,The Fall (Vintage International),ALBERT CAMUS,1991,Vintage,http://images.amazon.com/images/P/0679720227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679720227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679720227.01.LZZZZZZZ.jpg,,,,
2500,156027496,0156027496.jpg,http://ecx.images-amazon.com/images/I/41cPvUvxepL.jpg,"Wind, Sand and Stars (Harvest Book)",Antoine de Saint-Exupery,15,Literature & Fiction,"Wind, Sand and Stars",Antoine De Saint-Exupery,2002,Harvest Books,http://images.amazon.com/images/P/0156027496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027496.01.LZZZZZZZ.jpg,,,,
2501,312278497,0312278497.jpg,http://ecx.images-amazon.com/images/I/41wKj2g9UiL.jpg,The Glass Bead Game: (Magister Ludi) A Novel,Hermann Hesse,15,Literature & Fiction,The Glass Bead Game: (Magister Ludi),Hermann Hesse,2002,Picador,http://images.amazon.com/images/P/0312278497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278497.01.LZZZZZZZ.jpg,,,,
2502,60188707,0060188707.jpg,http://ecx.images-amazon.com/images/I/413yeS9iDmL.jpg,Don Quixote,Miguel de Cervantes,15,Literature & Fiction,Don Quixote,Miguel de Cervantes,2003,Ecco,http://images.amazon.com/images/P/0060188707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060188707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060188707.01.LZZZZZZZ.jpg,,,,
2503,142437182,0142437182.jpg,http://ecx.images-amazon.com/images/I/51X6ZCKS8WL.jpg,Siddhartha (Penguin Classics Deluxe Edition),Hermann Hesse,15,Literature & Fiction,Siddhartha: An Indian Tale (Penguin Classics),Hermann Hesse,2003,Penguin Books,http://images.amazon.com/images/P/0142437182.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142437182.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142437182.01.LZZZZZZZ.jpg,,,,
2504,140446451,0140446451.jpg,http://ecx.images-amazon.com/images/I/41UOOvwnJYL.jpg,Pensees (Penguin Classics),Blaise Pascal,15,Literature & Fiction,Pensees (Penguin Classics),Blaise Pascal,1995,Penguin Books,http://images.amazon.com/images/P/0140446451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140446451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140446451.01.LZZZZZZZ.jpg,,,,
2505,375700528,0375700528.jpg,http://ecx.images-amazon.com/images/I/51WHToVtodL.jpg,The Lover,Marguerite Duras,15,Literature & Fiction,The Lover,MARGUERITE DURAS,1998,Pantheon,http://images.amazon.com/images/P/0375700528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700528.01.LZZZZZZZ.jpg,,,,
2506,679752609,0679752609.jpg,http://ecx.images-amazon.com/images/I/51mf70Pjz8L.jpg,Buddenbrooks: The Decline of a Family,Thomas Mann,15,Literature & Fiction,Buddenbrooks: The Decline of a Family (Vintage International),Thomas Mann,1994,Vintage Books USA,http://images.amazon.com/images/P/0679752609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679752609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679752609.01.LZZZZZZZ.jpg,,,,
2507,679733841,0679733841.jpg,http://ecx.images-amazon.com/images/I/413VdVcEOSL.jpg,The Rebel: An Essay on Man in Revolt,Albert Camus,15,Literature & Fiction,The Rebel: An Essay on Man in Revolt,Albert Camus,1991,Vintage Books USA,http://images.amazon.com/images/P/0679733841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679733841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679733841.01.LZZZZZZZ.jpg,,,,
2508,60529709,0060529709.jpg,http://ecx.images-amazon.com/images/I/514lUTwnKxL.jpg,Everything Is Illuminated: A Novel,Jonathan Safran Foer,15,Literature & Fiction,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial,http://images.amazon.com/images/P/0060529709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060529709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060529709.01.LZZZZZZZ.jpg,,,,
2509,037570485X,037570485X.jpg,http://ecx.images-amazon.com/images/I/515gjZffuaL.jpg,The Inn at Lake Devine,Elinor Lipman,15,Literature & Fiction,The Inn at Lake Devine,Elinor Lipman,1999,Random House,http://images.amazon.com/images/P/037570485X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037570485X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037570485X.01.LZZZZZZZ.jpg,,,,
2510,375403213,0375403213.jpg,http://ecx.images-amazon.com/images/I/517zvKZXoSL.jpg,The Arabian Nights II: Sindbad and Other Popular Stories (Everyman's Library),Everyman's Library,15,Literature & Fiction,"The Arabian Nights II : Sindbad and Other Popular Stories (Everyman's Library (Cloth), 142)",HUSAIN HADDAWY,1998,Unknown Publisher - Being Researched,http://images.amazon.com/images/P/0375403213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375403213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375403213.01.LZZZZZZZ.jpg,,,,
2511,375702245,0375702245.jpg,http://ecx.images-amazon.com/images/I/51MB3RjD2OL.jpg,The Idiot (Vintage Classics),Fyodor Dostoevsky,15,Literature & Fiction,The Idiot (Vintage Classics),Fyodor Dostoevsky,2003,Vintage Books USA,http://images.amazon.com/images/P/0375702245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702245.01.LZZZZZZZ.jpg,,,,
2512,141180145,0141180145.jpg,http://ecx.images-amazon.com/images/I/510Obq72khL.jpg,The Master and Margarita (Penguin Classics),Mikhail Bulgakov,15,Literature & Fiction,Master and Margarita (Penguin Twentieth Century Classics S.),Mikhail Bulgakov,2001,Penguin Putnam~trade,http://images.amazon.com/images/P/0141180145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141180145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141180145.01.LZZZZZZZ.jpg,,,,
2513,679734503,0679734503.jpg,http://ecx.images-amazon.com/images/I/41p49qobzrL.jpg,Crime and Punishment: Pevear & Volokhonsky Translation (Vintage Classics),Fyodor Dostoevsky,15,Literature & Fiction,Crime and Punishment: A Novel in Six Parts With Epilogue (Vintage Classics),Fyodor Dostoyevsky,1993,Vintage Books USA,http://images.amazon.com/images/P/0679734503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734503.01.LZZZZZZZ.jpg,,,,
2514,679601813,0679601813.jpg,http://ecx.images-amazon.com/images/I/41egGqEd8rL.jpg,The Brothers Karamazov (Modern Library),Fyodor Dostoevsky,15,Literature & Fiction,The Brothers Karamazov (Modern Library Series),Constance Garnett,1996,Modern Library,http://images.amazon.com/images/P/0679601813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679601813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679601813.01.LZZZZZZZ.jpg,,,,
2515,679642323,0679642323.jpg,http://ecx.images-amazon.com/images/I/41UGYcFRvML.jpg,Letters to a Young Poet (Modern Library),Rainer Maria Rilke,15,Literature & Fiction,Letters to a Young Poet (Modern Library),RAINER MARIA RILKE,2001,Modern Library,http://images.amazon.com/images/P/0679642323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679642323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679642323.01.LZZZZZZZ.jpg,,,,
2516,380633132,0380633132.jpg,http://ecx.images-amazon.com/images/I/518NyrtPIkL.jpg,We,Yevgeny Zamyatin,15,Literature & Fiction,We,Yevgeny Zamyatin,1999,Eos,http://images.amazon.com/images/P/0380633132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380633132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380633132.01.LZZZZZZZ.jpg,,,,
2517,679733752,0679733752.jpg,http://ecx.images-amazon.com/images/I/517RQVRQ2TL.jpg,Forty Stories (Vintage Classics),Anton Chekhov,15,Literature & Fiction,Forty Stories (Vintage Classics),Anton Pavlovich Chekhov,1991,Vintage Books USA,http://images.amazon.com/images/P/0679733752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679733752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679733752.01.LZZZZZZZ.jpg,,,,
2518,375411224,0375411224.jpg,http://ecx.images-amazon.com/images/I/51YYNKH036L.jpg,"Demons (Everyman's Library, 182)",Fyodor Dostoevsky,15,Literature & Fiction,"Demons (Everyman's Library (Alfred a. Knopf, Inc.), 182)",Fyodor Dostoyevsky,2000,Unknown Publisher - Being Researched,http://images.amazon.com/images/P/0375411224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375411224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375411224.01.LZZZZZZZ.jpg,,,,
2519,375756884,0375756884.jpg,http://ecx.images-amazon.com/images/I/515mkn7wVaL.jpg,The Best Short Stories of Fyodor Dostoevsky (Modern Library),Fyodor Dostoevsky,15,Literature & Fiction,The Best Short Stories of Fyodor Dostoevsky (Modern Library Paperback Classics),Fyodor Dostoyevsky,2001,Modern Library,http://images.amazon.com/images/P/0375756884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375756884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375756884.01.LZZZZZZZ.jpg,,,,
2520,393090027,0393090027.jpg,http://ecx.images-amazon.com/images/I/71D5490B35L.gif,Anton Chekhov's Short Stories (Norton Critical Editions),Anton Chekhov,15,Literature & Fiction,Anton Chekov's Short Stories (Norton Critical Edition),Anton Pavlovich Chekhov,1979,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393090027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393090027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393090027.01.LZZZZZZZ.jpg,,,,
2521,679727221,0679727221.jpg,http://ecx.images-amazon.com/images/I/41wjIauqG0L.jpg,The Defense,Vladimir Nabokov,15,Literature & Fiction,The Defense: A Novel (Vintage International),Vladimir Vladimirovich Nabokov,1990,Vintage Books USA,http://images.amazon.com/images/P/0679727221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679727221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679727221.01.LZZZZZZZ.jpg,,,,
2522,140445064,0140445064.jpg,http://ecx.images-amazon.com/images/I/41UnpfNWNIL.jpg,How Much Land Does a Man Need? and Other Stories (Penguin Classics),Leo Tolstoy,15,Literature & Fiction,How Much Land Does a Man Need?: And Other Stories (Penguin Classics),Leo Tolstoy,1994,Penguin Books,http://images.amazon.com/images/P/0140445064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140445064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140445064.01.LZZZZZZZ.jpg,,,,
2523,486233162,0486233162.jpg,http://ecx.images-amazon.com/images/I/51Xa267g06L.jpg,The Nabokov Russian Translation of Lewis Carroll's Alice in Wonderland,Lewis Carroll,15,Literature & Fiction,The Nabokov Russian Translation of Lewis Carroll's Alice in Wonderland,Lewis Carroll,1976,Dover Publications,http://images.amazon.com/images/P/0486233162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486233162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486233162.01.LZZZZZZZ.jpg,,,,
2524,140444173,0140444173.jpg,http://ecx.images-amazon.com/images/I/51%2B67%2B4r61L.jpg,War and Peace (Penguin Classics),Leo Tolstoy,15,Literature & Fiction,War and Peace (Penguin Classics),Leo Tolstoy,1982,Penguin Books,http://images.amazon.com/images/P/0140444173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140444173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140444173.01.LZZZZZZZ.jpg,,,,
2525,679603174,0679603174.jpg,http://ecx.images-amazon.com/images/I/5122TKQHG0L.jpg,"Anton Chekhov Early Short Stories, 1883-1888 (Modern Library)",Anton Chekhov,15,Literature & Fiction,"Early Short Stories, 1883-1888 (Modern Library)",ANTON CHEKHOV,1999,Modern Library,http://images.amazon.com/images/P/0679603174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679603174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679603174.01.LZZZZZZZ.jpg,,,,
2526,679603166,0679603166.jpg,http://ecx.images-amazon.com/images/I/51S9Y8MYX0L.jpg,"Anton Chekhov Later Short Stories, 1888-1903 (Modern Library)",Anton Chekhov,15,Literature & Fiction,Anton Chekhov: Later Short Stories 1888-1903 (Modern Library),Anton Pavlovich Chekhov,1998,Modern Library,http://images.amazon.com/images/P/0679603166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679603166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679603166.01.LZZZZZZZ.jpg,,,,
2527,679724699,0679724699.jpg,http://ecx.images-amazon.com/images/I/41ej0rYAbhL.jpg,"The History of Sexuality, Vol. 1: An Introduction",Michel Foucault,30,Gay & Lesbian,The History of Sexuality: An Introduction (History of Sexuality),Michel Foucault,1990,Vintage Books USA,http://images.amazon.com/images/P/0679724699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679724699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679724699.01.LZZZZZZZ.jpg,,,,
2528,895941228,0895941228.jpg,http://ecx.images-amazon.com/images/I/51cNIGGW90L.jpg,Zami: A New Spelling of My Name - A Biomythography (Crossing Press Feminist Series),Audre Lorde,30,Gay & Lesbian,Zami: A New Spelling of My Name (Crossing Press Feminist Series),Audre Lorde,1983,Crossing Press,http://images.amazon.com/images/P/0895941228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895941228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895941228.01.LZZZZZZZ.jpg,,,,
2529,394719859,0394719859.jpg,http://ecx.images-amazon.com/images/I/51DRlFzrguL.jpg,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Nietzsche,30,Gay & Lesbian,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Wilhelm Nietzsche,1974,Vintage Books USA,http://images.amazon.com/images/P/0394719859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394719859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394719859.01.LZZZZZZZ.jpg,,,,
2530,679757015,0679757015.jpg,http://ecx.images-amazon.com/images/I/41U5OjuXiHL.jpg,"Gender Outlaw: On Men, Women and the Rest of Us",Kate Bornstein,30,Gay & Lesbian,"Gender Outlaw: On Men, Women, and the Rest of Us",Kate Bornstein,1995,Vintage Books USA,http://images.amazon.com/images/P/0679757015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679757015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679757015.01.LZZZZZZZ.jpg,,,,
2531,140157654,0140157654.jpg,http://ecx.images-amazon.com/images/I/51KUW8vTesL.jpg,Before Night Falls: A Memoir,Reinaldo Arenas,30,Gay & Lesbian,Before Night Falls,Reinaldo Arenas,1994,Penguin Books,http://images.amazon.com/images/P/0140157654.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140157654.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140157654.01.LZZZZZZZ.jpg,,,,
2532,664258085,0664258085.jpg,http://ecx.images-amazon.com/images/I/419z%2B9rQe9L.jpg,Both Feet Firmly Planted in Midair: My Spiritual Journey,John J. McNeill,30,Gay & Lesbian,Both Feet Firmly Planted in Midair: My Spiritual Journey,John McNeill,1998,Westminster John Knox Press,http://images.amazon.com/images/P/0664258085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0664258085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0664258085.01.LZZZZZZZ.jpg,,,,
2533,743259823,0743259823.jpg,http://ecx.images-amazon.com/images/I/61XuSh%2Bd02L.jpg,Party Monster: A Fabulous But True Tale of Murder in Clubland,James St. James,30,Gay & Lesbian,Party Monster : A Fabulous But True Tale of Murder in Clubland,James St. James,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743259823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743259823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743259823.01.LZZZZZZZ.jpg,,,,
2534,60090251,0060090251.jpg,http://ecx.images-amazon.com/images/I/51QtmBNJ%2BoL.jpg,Founding Mothers: The Women Who Raised Our Nation,Cokie Roberts,30,Gay & Lesbian,Founding Mothers: The Women Who Raised Our Nation,Cokie Roberts,2004,William Morrow,http://images.amazon.com/images/P/0060090251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060090251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060090251.01.LZZZZZZZ.jpg,,,,
2535,452281768,0452281768.jpg,http://ecx.images-amazon.com/images/I/5105jMJWKhL.jpg,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant,Dan Savage,30,Gay & Lesbian,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,Dan Savage,2000,Plume Books,http://images.amazon.com/images/P/0452281768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281768.01.LZZZZZZZ.jpg,,,,
2536,345381769,0345381769.jpg,http://ecx.images-amazon.com/images/I/51kKZMITi4L.jpg,The Best Little Boy in the World,John Reid,30,Gay & Lesbian,Best Little Boy in the World,John Reid,1993,Ballantine Books,http://images.amazon.com/images/P/0345381769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345381769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345381769.01.LZZZZZZZ.jpg,,,,
2537,671520954,0671520954.jpg,http://ecx.images-amazon.com/images/I/41sAvAxQJgL.jpg,Hiding My Candy: The Autobiography of the Grand Empress of Savannah,The Lady Chablis,30,Gay & Lesbian,Hiding My Candy,The lady Chablis,1997,Atria,http://images.amazon.com/images/P/0671520954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671520954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671520954.01.LZZZZZZZ.jpg,,,,
2538,60928050,0060928050.jpg,http://ecx.images-amazon.com/images/I/41akG6wzqLL.jpg,Heaven's Coast: A Memoir,Mark Doty,30,Gay & Lesbian,"Heaven's Coast : Memoir, A",Mark Doty,1997,Perennial,http://images.amazon.com/images/P/0060928050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928050.01.LZZZZZZZ.jpg,,,,
2539,60595647,0060595647.jpg,http://ecx.images-amazon.com/images/I/512SKKuu6oL.jpg,Becoming a Man: Half a Life Story (Perennial Classics),Paul Monette,30,Gay & Lesbian,Becoming a Man : Half a Life Story (Perennial Classics),Paul Monette,2004,Perennial Classics,http://images.amazon.com/images/P/0060595647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060595647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060595647.01.LZZZZZZZ.jpg,,,,
2540,156005816,0156005816.jpg,http://ecx.images-amazon.com/images/I/41m9HCyeoQL.jpg,Borrowed Time: An AIDS Memoir,Paul Monette,30,Gay & Lesbian,Borrowed Time: An AIDS Memoir,Paul Monette,1998,Harvest Books,http://images.amazon.com/images/P/0156005816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156005816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156005816.01.LZZZZZZZ.jpg,,,,
2541,452273811,0452273811.jpg,http://ecx.images-amazon.com/images/I/51QjBCWoKlL.jpg,Stranger at the Gate: To Be Gay and Christian in America,Mel White,30,Gay & Lesbian,Stranger at the Gate: To Be Gay and Christian in America,Mel White,1995,Plume Books,http://images.amazon.com/images/P/0452273811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452273811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452273811.01.LZZZZZZZ.jpg,,,,
2542,141180536,0141180536.jpg,http://ecx.images-amazon.com/images/I/51zAlfENAoL.jpg,The Naked Civil Servant (Penguin Twentieth-Century Classics),Quentin Crisp,30,Gay & Lesbian,The Naked Civil Servant (Penguin Twentieth-Century Classics),Quentin Crisp,1997,Penguin Books,http://images.amazon.com/images/P/0141180536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141180536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141180536.01.LZZZZZZZ.jpg,,,,
2543,374194386,0374194386.jpg,http://ecx.images-amazon.com/images/I/41zo7vCy0nL.jpg,Lush Life: A Biography of Billy Strayhorn,David Hajdu,30,Gay & Lesbian,Lush Life: A Biography of Billy Strayhorn,David Hajdu,1996,Farrar Straus Giroux,http://images.amazon.com/images/P/0374194386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374194386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374194386.01.LZZZZZZZ.jpg,,,,
2544,1555835295,1555835295.jpg,http://ecx.images-amazon.com/images/I/51dQbSaCccL.jpg,"Clone: The Life and Legacy of Al Parker, Gay Superstar",Roger Edmonson,30,Gay & Lesbian,Clone,Roger Edmonson,2000,Alyson Publications,http://images.amazon.com/images/P/1555835295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555835295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555835295.01.LZZZZZZZ.jpg,,,,
